experiment,id,round,block,position,nPairs,isLastPair,outcomeA,outcomeB,spread,viewTime,choiceB,whichFirst,a3Col
v17 (Record),0aa4789bf348294ee98433c6,1,single,9,11,0,1.6,1.8,0.2,5.401,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,10,11,0,1.2,1.4,0.2,6.466,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,11,11,1,0.8,1,0.2,4.691,0,B,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,1,11,0,2,0,2,26.301,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,2,11,0,0,0.2,0.2,11.541,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,3,11,0,1.2,1.4,0.2,11.757,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,4,11,0,0.6,0.8,0.2,18.873,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,5,11,0,0.2,0.4,0.2,14.986,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,6,11,0,1,1.2,0.2,11.671,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,7,11,0,1.4,1.6,0.2,9.238,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,8,11,0,0.4,0.6,0.2,19.603,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,9,11,0,0.8,1,0.2,14.613,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,10,11,0,1.6,1.8,0.2,14.158,1,A,NA
v17 (Record),5d7db42291e03fa39350579d,1,single,11,11,1,1.8,2,0.2,11.997,1,A,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,1,11,0,1,1.2,0.2,27.321,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,2,11,0,1.8,2,0.2,8.956,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,3,11,0,1.6,1.8,0.2,6.641,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,4,11,0,0.2,0.4,0.2,6.946,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,5,11,0,1.4,1.6,0.2,9.934,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,6,11,0,0.4,0.6,0.2,7.949,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,7,11,0,2,0,2,4.777,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,8,11,0,1.2,1.4,0.2,6.233,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,9,11,0,0,0.2,0.2,6.989,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,10,11,0,0.6,0.8,0.2,5.59,0,B,NA
v17 (Record),d6a2ca5992e78796b6c340bb,1,single,11,11,1,0.8,1,0.2,6.354,0,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,1,11,0,1.8,2,0.2,12.066,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,2,11,0,2,0,2,7.92,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,3,11,0,0.8,1,0.2,12.467,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,4,11,0,1.6,1.8,0.2,5.407,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,5,11,0,0.4,0.6,0.2,4.565,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,6,11,0,1.4,1.6,0.2,5.676,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,7,11,0,1.2,1.4,0.2,5.566,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,8,11,0,0.6,0.8,0.2,4.467,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,9,11,0,0,0.2,0.2,5.145,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,10,11,0,0.2,0.4,0.2,5.307,1,B,NA
v17 (Record),b166b162e7b6e7c114144ef9,1,single,11,11,1,1,1.2,0.2,5.239,1,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,1,11,0,0.2,0.4,0.2,28.601,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,2,11,0,0.8,1,0.2,13.3,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,3,11,0,1.4,1.6,0.2,9.5,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,4,11,0,0.6,0.8,0.2,15.526,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,5,11,0,1.6,1.8,0.2,12.632,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,6,11,0,2,0,2,10.823,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,7,11,0,0,0.2,0.2,7.469,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,8,11,0,0.4,0.6,0.2,8.123,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,9,11,0,1,1.2,0.2,6.002,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,10,11,0,1.8,2,0.2,9.97,0,B,NA
v17 (Record),fcb94ecd0d8dba5690e4b074,1,single,11,11,1,1.2,1.4,0.2,9.023,0,B,NA
v17 (Record),4cbe741eb0f6403a42fe5222,1,single,1,11,0,1.2,1.4,0.2,28.428,1,A,NA
v17 (Record),4cbe741eb0f6403a42fe5222,1,single,2,11,0,1.4,1.6,0.2,24.044,1,A,NA
v17 (Record),4cbe741eb0f6403a42fe5222,1,single,3,11,0,2,0,2,25.922,1,A,NA
v17 (Record),4cbe741eb0f6403a42fe5222,1,single,4,11,0,0.6,0.8,0.2,22.552,1,A,NA
v17 (Record),4cbe741eb0f6403a42fe5222,1,single,5,11,0,0.8,1,0.2,21.021,1,A,NA
v17 (Record),4cbe741eb0f6403a42fe5222,1,single,6,11,0,0,0.2,0.2,17.495,1,A,NA
v17 (Record),4cbe741eb0f6403a42fe5222,1,single,7,11,0,1.6,1.8,0.2,22.111,1,A,NA
